agency,facility,active,owner,facility_type,id,city,agency_type,public_remarks,source,state,latitude,zip_code,nprid,address,remarks,slug,name,reverse_geocoded,url,longitude,entry,owner_type,smooth-surface-throughout,transfer-stations-to-play-components,ramps-to-play-components,accessible-swing,sound-play-components,sight-impaired-play-components,safety-fence,single-entrance
Parks & Recreation,,,District of Columbia,,608,Washington,Municipal,,,DC,38.8980949,20009,1280,1701 Gales St NE,,rosedale-playground-washington-dc,Rosedale Playground,,http://dpr.dc.gov/page/rosedale-playground,-76.9796563,,Municipal,True,False,False,False,True,False,False,False
,Lions Park,,,,609,Temple,,"The playground includes  three large interconnected decks with play events attached, swings, a whirl, a see-saw, an elevated sandbox, a freestanding hammock and a race car spring rider. The playground also features a combination of engineered wood fiber and recycled, poured-in-place surfacing.",,TX,31.0652832,76502,215,4320 Lions Park Road,,rotary-club-of-temple-south-accessible-playground-at-lions-park-temple-tx,Rotary Club of Temple South Accessible Playground,,,-97.4027202,,,True,False,False,False,False,False,False,False
,Westgate Park Recreation Center,,,,610,Dothan,,The playground is ramped with double-wide ramps; has a Sway Fun and a music area,,AL,31.2386863,36303,269,501 Recreation Road,,rotary-miracle-playground-at-westgate-park-recreation-center-dothan-al,Rotary Miracle Playground,,,-85.4387773,,,True,False,False,False,True,False,False,False
,Springside Park,,,,611,Pittsfield,,,,MA,42.4601016,1201,56,159 Springside Avenue,,rotary-park-at-springside-park-pittsfield-ma,Rotary Park,,,-73.2403911,,,True,False,False,False,False,False,False,False
,Enterprise Recreational Complex,,,,612,Enterprise,,,,AL,31.3121043,36330,270,501 South Main Street,,rotary-park-at-enterprise-recreational-complex-enterprise-al,Rotary Park,,,-85.8520528,,,True,False,False,False,False,False,False,False
,Simsbury Meadows,,,,613,Simsbury,,,,CT,41.876791,6070,161,22 Iron Horse Boulevard,,rotary-park-playground-at-simsbury-meadows-simsbury-ct,Rotary Park Playground,,,-72.798149,,Municipal/Local Government,True,False,False,False,False,False,False,False
,Smallenburg Park,,,,614,Holland,,,,MI,42.7858583,49423,90,313 Fairbanks Avenue,,rotary-playground-at-smallenburg-park-holland-mi,Rotary Playground,,,-86.0923821,,,True,False,False,False,False,False,False,False
,Freedom Park,,,,615,Angleton,,"The  playground includes climbing walls, slides, a rope bridge, two handicap-accessible swings, ground-level activities with wheelchair ramps and other attractions in a continuous, oval design.",,TX,29.1973771,77515,199,3105 North Downing Street,,rotary-playground-at-freedom-park-angleton-tx,Rotary Playground,,,-95.4196442,,,True,False,False,True,False,False,False,False
,,,City of New York,,616,Brooklyn,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6832,11207,1106,"Bushwick Ave, Aberdeen St, Granite St",,rudd-playground-brooklyn-ny,Rudd Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9053,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,617,Jamaica,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.7039,11432,1107,JAMAICA AVE & 153 ST,,rufus-king-park-jamaica-ny,Rufus King Park,,http://www.nycgovparks.org/facilities/playgrounds/,-73.8034,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,618,Brooklyn,,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,,NY,40.6264,11209,1108,"Colonial Rd, 83 To 85 Sts",,russell-pederson-playground-brooklyn-ny,Russell Pederson Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-74.0361,,Municipal/Local Government,True,False,True,True,False,False,False,False
,Hillcrest School,,,,619,Lawrence,,,,KS,38.96548,66044,342,1045 Hilltop Drive,,ryan-gray-playground-for-all-children-at-hillcrest-school-lawrence-ks,Ryan Gray Playground For All Children,,,-95.258518,,,True,False,False,False,False,False,False,False
,,,,,620,Sudbury,,"SMILE (Simple Mobility in a Learning Environment) is a community-built playground including climbers, slides, play panels, and spring riders. There is also a playground sculpture of Harry the Hippo which children can climb through.",,MA,42.357722,1776,75,66 Dudley Road,,smile-sudbury-sudbury-ma,S.M.I.L.E. Sudbury,,,-71.433903,,,True,False,False,False,False,False,False,False
,,,City of New York,,621,New York,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.7885,10024,1109,91 ST & CENTRAL PARK WEST,,safari-playground-new-york-ny,Safari Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9664,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,622,New York,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.813,10027,1110,"Riverside Dr, Claremont Ave To W 122 St",,sakura-park-new-york-ny,Sakura Park,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9621,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,623,New York,,Level 3: Accessible Playgrounds with Universally Accessible Swings,,NY,40.7738,10023,1111,"W 64 St, W/s Amsterdam Ave",,samuel-n-bennerson-2nd-playground-new-york-ny,Samuel N. Bennerson 2nd Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9869,,Municipal/Local Government,True,False,False,True,False,False,False,False
,,,City of New York,,624,New York,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.8172,10030,1112,"Lenox Ave, W 139 To W 140 Sts",,samuel-playground-new-york-ny,Samuel Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9392,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,625,New York,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.7854,10128,1113,"Lexington Ave, E 95 To E 96 Sts",,samuel-seabury-playground-new-york-ny,Samuel Seabury Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9508,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,626,Rockaway Park,,Level 3: Accessible Playgrounds with Universally Accessible Swings,,NY,40.5803,11694,1114,BET B 106-107 STS,,sandpiper-playground-rockaway-park-ny,Sandpiper Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.8272,,Municipal/Local Government,True,False,False,True,False,False,False,False
,,,,,627,Sandusky,,,,MI,43.419037,48471,97,West Speaker Street,,sandusky-city-park-boundless-playground-sandusky-mi,Sandusky City Park Boundless Playground,,,-82.8374426,,,True,False,False,False,False,False,False,False
,,,City of New York,,628,Brooklyn,,Level 3: Accessible Playgrounds with Universally Accessible Swings,,NY,40.685,11233,1115,"Macon St, Howard Ave, Halsey St, Saratoga Ave",,saratoga-square-park-brooklyn-ny,Saratoga Square Park,,http://www.nycgovparks.org/facilities/playgrounds/,-73.919,,Municipal/Local Government,True,False,False,True,False,False,False,False
,,,City of New York,,629,Brooklyn,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6202,11234,1116,E 38 St & Ryder St,,sarsfield-playground-brooklyn-ny,Sarsfield Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9375,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,630,Staten Island,,Level 3: Accessible Playgrounds with Universally Accessible Swings,,NY,40.6271,10310,1117,CLOVE ROAD & FOREST AVE,,saturn-play-equipment-staten-island-ny,Saturn Play Equipment,,http://www.nycgovparks.org/facilities/playgrounds/,-74.1211,,Municipal/Local Government,True,False,False,True,False,False,False,False
,,,City of New York,,631,Oakland Gardens,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.748,11364,1118,201 To 202 Sts Bet 53 & 56 Aves,,saul-weprin-playground-oakland-gardens-ny,Saul Weprin Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.7764,,Municipal/Local Government,True,True,False,False,False,False,False,False
,Bradley Lake Park,,,,632,Puyallup,,"This sensory rich play environment is totally ramped and offers music play including maracas, accessible swing seats, integrated shade, and an abundance of ground level play activities.",,WA,47.161036,98374,126,"531 31st Avenue, SE",,savannahs-place-at-bradley-lake-park-puyallup-wa,Savannah's Place,,,-122.284983,,,True,False,False,True,False,False,False,False
,,,City of New York,,633,Brooklyn,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6656,11207,1119,"Livonia Ave, Barbey St & Schenck Ave",,schenck-playground-brooklyn-ny,Schenck Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.8862,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,634,Staten Island,,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,,NY,40.5899,10314,1120,"WILD AVE, PEARSON ST",,schmul-park-staten-island-ny,Schmul Park,,http://www.nycgovparks.org/facilities/playgrounds/,-74.1877,,Municipal/Local Government,True,False,True,True,False,False,False,False
,,,City of New York,,635,Astoria,,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,,NY,40.7605,11103,1121,"38 St, 31 Av & Brwy Btwn 31 Av & Broadway",,seans-place-astoria-ny,Sean's Place,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9183,,Municipal/Local Government,True,False,True,True,False,False,False,False
,Wendell Foster's Campus,,,,636,Owensboro,,"The park offers many engaging features in a universally-accessible landscape. Sensory Parks and Therapeutic Landscapes are new, cutting-edge approaches for meeting the physical, recreational, emotional and spiritual needs of people with and without disabilities.",,KY,37.76924,42303,37,815 Triplett Street,,sensory-park-and-garden-at-wendell-fosters-campus-owensboro-ky,Sensory Park and Garden,,,-87.102635,,,True,False,False,False,False,False,False,False
,,,City of New York,,637,Brooklyn,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6082,11204,1122,"AVE P, BAY PKWY, W 12 ST",,seth-low-playground-brooklyn-ny,Seth Low Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9863,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,638,Oakland Gardens,,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,,NY,40.7442,11364,1123,"S/o L I Exwy, 210 & Oceania Sts",,seven-gables-playground-oakland-gardens-ny,Seven Gables Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.7664,,Municipal/Local Government,True,False,True,True,False,False,False,False
,,,City of New York,,639,Ridgewood,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.7055,11385,1124,"78 Ave, 74 To 75 Sts",,seventies-playground-ridgewood-ny,Seventies Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.8752,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,640,New York,,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,,NY,40.7148,10002,1125,"Canal, Hester, Essex, Jefferson Sts",,seward-park-new-york-ny,Seward Park,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9892,,Municipal/Local Government,True,False,True,True,False,False,False,False
,,,City of New York,,641,New York,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.7174,10002,1126,"350 Grand Street, NYC, NY 10002",,seward-park-educational-campus-new-york-ny,Seward Park Educational Campus,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9892,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,642,Brooklyn,,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,,NY,40.7237,11222,1127,"Anthony St, Vandervoort Ave, Cherry St",,sgt-william-dougherty-playground-brooklyn-ny,Sgt William Dougherty Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9371,,Municipal/Local Government,True,False,True,True,False,False,False,False
,Griffith Park,,City of Los Angeles,,643,Los Angeles,,"This playground features an airplane and  a space shuttle that gives children of all abilities a chance to adventure into space, as well as accessible slides and Ronald's Ship of Dreams an accessible ""gangway""  wheelhouse and talk tube radio system.",,CA,34.14488,90027,105,4800 Crystal Springs Road,,shanes-inspiration-at-griffith-park-los-angeles-ca,Shane's Inspiration,,,-118.285184,,Municipal,True,False,False,False,False,False,False,False
,,,City of New York,,644,Brooklyn,,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,,NY,40.589,11235,1128,"Ave Z, Nostrand Ave To E 29 St",,sheepshead-playground-brooklyn-ny,Sheepshead Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9402,,Municipal/Local Government,True,False,True,True,False,False,False,False
,,,City of New York,,645,New York,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.8147,10027,1129,"W 126 To W 129 Sts, Amsterdam Ave To Old Broadway",,sheltering-arms-park-new-york-ny,Sheltering Arms Park,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9559,,Municipal/Local Government,True,True,False,False,False,False,False,False
,Millennium Park,,,,646,Lake Charles,,"The playground features a bigger than life 40 foot long Shiver Me Timbers Pirate Ship  next to the Eagle's Nest, a huge climbing structure.  This two storied ship features a climbing cargo net, portals, decking and ramps.",,LA,,70601,41,900 Lakeshore Drive,,shiver-me-timber-playground-at-millennium-park-lake-charles-la,Shiver Me Timber Playground,,,,,,True,False,False,False,False,False,False,False
,,,City of New York,,647,New York,,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,,NY,40.7152,10002,1130,"Lewis, Delancey Sts",,sidney-hillman-playground-new-york-ny,Sidney Hillman Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9796,,Municipal/Local Government,True,False,True,True,False,False,False,False
,,,City of New York,,648,Flushing,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.7499,11355,1131,COLDEN ST & GERANIUM AVE,,silent-springs-playground-flushing-ny,Silent Springs Playground,,http://www.nycgovparks.org/facilities/playgrounds/,-73.823,,Municipal/Local Government,True,True,False,False,False,False,False,False
,Silver Lake Park,,,,649,Rochester,,,,MN,,55906,1248,700 West Silver Lake Drive NE,,silver-lake-community-playground-at-silver-lake-park-rochester-mn,Silver Lake Community Playground,,,,,,True,False,False,False,False,False,False,False
,,,City of New York,,650,Staten Island,,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,,NY,40.6277,10301,1132,UNIVERSITY PL & REVERE ST,,silver-lake-park-staten-island-ny,Silver Lake Park,,http://www.nycgovparks.org/facilities/playgrounds/,-74.0998,,Municipal/Local Government,True,False,True,True,False,False,False,False
